Timestamp,Fan,PC,AC,Lamp,TV,Total_Power
01/12/2025 00:21,0.000532988,0.000165546,0.000692631,0.001235121,0.000230835,0.00285712
01/12/2025 00:22,0.000359269,0.000119613,0.000447789,0.000806534,0.000163164,0.00189637
01/12/2025 00:23,0.000469148,0.000133353,0.000494111,0.000917275,0.000186961,0.002200847
01/12/2025 00:24,0.000599074,0.000171738,0.000655722,0.001417428,0.000229218,0.00307318
01/12/2025 00:25,0.000350423,0.000111144,0.000395362,0.000851945,0.000131376,0.001840251
01/12/2025 00:26,0.000276901,7.66E-05,0.000283662,0.000606973,0.000120802,0.001364934
01/12/2025 00:27,0.000342044,0.00010835,0.000399564,0.00084592,0.000139126,0.001835004
01/12/2025 00:28,0.000384637,0.000101405,0.000423978,0.000802502,0.000158184,0.001870706
01/12/2025 00:29,0.000415066,0.00012028,0.000445489,0.000927757,0.00018146,0.002090052
01/12/2025 00:30,0.000295852,0.00010445,0.000374817,0.000712768,0.000137389,0.001625276
01/12/2025 00:31,0.00072853,0.000211899,0.000850253,0.001566026,0.000301303,0.003658012
01/12/2025 00:32,0.000480904,0.000126117,0.00058569,0.000959688,0.000190299,0.002342698
01/12/2025 00:33,0.000395964,0.000134027,0.000508331,0.00099599,0.000184783,0.002219096
01/12/2025 00:34,0.000246099,7.90E-05,0.000336998,0.000616725,0.000121033,0.001399866
01/12/2025 00:35,0.0002986,9.47E-05,0.000386718,0.000765738,0.000142773,0.001688556
01/12/2025 00:36,0.000357466,0.000114977,0.000435383,0.000819232,0.000162103,0.001889161
01/12/2025 00:37,0.000640127,0.000171082,0.000696479,0.001318091,0.000261479,0.003087258
01/12/2025 00:38,0.000311813,8.56E-05,0.000348818,0.00066214,0.000130184,0.00153853
01/12/2025 00:39,0.000651436,0.000199552,0.000752161,0.001389764,0.000295684,0.003288597
01/12/2025 00:40,0.000248465,7.58E-05,0.000296512,0.000592992,0.000123824,0.001337546
01/12/2025 00:41,0.000397072,0.000114466,0.000474023,0.000809326,0.000173213,0.0019681
01/12/2025 00:42,0.000256643,8.38E-05,0.000327561,0.000608435,0.000106732,0.001383154
01/12/2025 00:43,0.000425772,0.00013187,0.000525481,0.001074804,0.000187502,0.002345429
01/12/2025 00:44,0.000510981,0.000152311,0.000571026,0.001181835,0.000212894,0.002629046
01/12/2025 00:45,0.000245975,6.75E-05,0.000293879,0.000556073,0.000112567,0.001275945
01/12/2025 00:46,0.000278526,7.70E-05,0.000321922,0.000615698,9.84E-05,0.001391586
01/12/2025 00:47,0.000308732,0.000108138,0.000461979,0.000833241,0.000168295,0.001880386
01/12/2025 00:48,0.000382595,0.000125209,0.000466846,0.000994812,0.000186109,0.002155571
01/12/2025 00:49,0.000484467,0.000129827,0.000613138,0.00108431,0.000199799,0.002511541
01/12/2025 00:50,0.000334679,9.72E-05,0.000351773,0.000729494,0.000129242,0.001642344
01/12/2025 00:51,0.000430708,0.000117079,0.000496685,0.000969999,0.000166431,0.002180902
01/12/2025 00:52,0.000360772,0.00012708,0.000501646,0.000878066,0.000183506,0.00205107
01/12/2025 00:53,0.000380553,0.000106265,0.000442337,0.000909666,0.000148165,0.001986986
01/12/2025 00:54,0.000391114,0.000125779,0.000476857,0.000835403,0.000162998,0.001992151
01/12/2025 00:55,0.000367346,0.000104657,0.000378124,0.000760706,0.000142566,0.001753398
01/12/2025 00:56,0.000326933,9.55E-05,0.000376388,0.0007413,0.000143129,0.001683226
01/12/2025 00:57,0.000411728,0.00011596,0.000513364,0.000905131,0.00017702,0.002123203
01/12/2025 00:58,0.000555206,0.000168249,0.000711315,0.001314556,0.000277823,0.00302715
01/12/2025 00:59,0.00051837,0.000155836,0.000619651,0.001168073,0.000223815,0.002685745
01/12/2025 01:00,0.000413752,0.000133327,0.000506906,0.000958771,0.000185343,0.0021981
01/12/2025 01:01,0.000890378,0.000290842,0.001024963,0.002117462,0.000391956,0.0047156
01/12/2025 01:02,0.000301344,9.53E-05,0.00035593,0.000767748,0.000126612,0.001646913
01/12/2025 01:03,0.000462401,0.000150785,0.000545432,0.000928639,0.000205442,0.0022927
01/12/2025 01:04,0.00022015,6.52E-05,0.000238369,0.000457017,9.22E-05,0.001072859
01/12/2025 01:05,0.000443484,0.000133807,0.000559048,0.001044139,0.00019992,0.002380399
01/12/2025 01:06,0.000373603,0.000122371,0.000507996,0.000823438,0.000156801,0.001984208
01/12/2025 01:07,0.000676093,0.00020342,0.000797469,0.001513778,0.00026759,0.003458351
01/12/2025 01:08,0.000438139,0.000140257,0.000586419,0.001082536,0.000194776,0.002442128
01/12/2025 01:09,0.000241287,8.09E-05,0.000305222,0.000571613,9.62E-05,0.001295198
01/12/2025 01:10,0.000303022,8.53E-05,0.000364711,0.000670869,0.000130532,0.001554385
01/12/2025 01:11,0.000547689,0.000172495,0.000639452,0.001365473,0.00026521,0.00299032
01/12/2025 01:12,0.000301804,9.53E-05,0.000343747,0.000650828,0.000118035,0.00150971
01/12/2025 01:13,0.000441129,0.000127714,0.00050624,0.000971502,0.000178561,0.002225146
01/12/2025 01:14,0.000332604,0.000111082,0.000421236,0.00082899,0.000147786,0.001841698
01/12/2025 01:15,0.000408406,0.000113459,0.000432942,0.000868805,0.000165076,0.001988689
01/12/2025 01:16,0.000319433,8.73E-05,0.000357339,0.00065483,0.000128335,0.00154722
01/12/2025 01:17,0.000425468,0.000133701,0.000519351,0.000977953,0.000172298,0.00222877
01/12/2025 01:18,0.00062844,0.000222582,0.000834004,0.001685743,0.00028403,0.003654798
01/12/2025 01:19,0.000610367,0.000184221,0.000687026,0.001338275,0.000246326,0.003066214
01/12/2025 01:20,0.000364062,0.000100267,0.000393367,0.000819164,0.000152491,0.001829351
01/12/2025 01:21,0.000432351,0.000118196,0.000433862,0.000806134,0.000156678,0.00194722
01/12/2025 01:22,0.000595826,0.000191087,0.000709513,0.00142782,0.000284676,0.003208922
01/12/2025 01:23,0.000261468,8.88E-05,0.000360245,0.000674343,0.000118729,0.001503599
01/12/2025 01:24,0.000382731,0.000114035,0.000439089,0.000869665,0.000176799,0.001982318
01/12/2025 01:25,0.000376574,0.000113195,0.000431498,0.000922299,0.000163435,0.002007002
01/12/2025 01:26,0.000746746,0.000213782,0.000830273,0.001809758,0.000317586,0.003918145
01/12/2025 01:27,0.000457482,0.000129876,0.000563729,0.001065061,0.000193907,0.002410054
01/12/2025 01:28,0.000490308,0.000124168,0.00060784,0.001084785,0.000184649,0.00249175
01/12/2025 01:29,0.000695736,0.000231702,0.000818686,0.001762637,0.000297535,0.003806295
01/12/2025 01:30,0.000402816,0.000117279,0.000533852,0.00089782,0.000158573,0.00211034
01/12/2025 01:31,0.000492076,0.00013114,0.000488467,0.001071373,0.000200184,0.002383241
01/12/2025 01:32,0.000637012,0.000190393,0.000704532,0.001444344,0.000278565,0.003254846
01/12/2025 01:33,0.000391023,0.000113387,0.000440902,0.000823737,0.000165245,0.001934294
01/12/2025 01:34,0.000561291,0.000166141,0.000719847,0.001432869,0.000229914,0.003110062
01/12/2025 01:35,0.000367876,0.000110815,0.000459638,0.000864845,0.000157131,0.001960305
01/12/2025 01:36,0.000296907,9.18E-05,0.000312755,0.000655657,0.000128191,0.001485296
01/12/2025 01:37,0.000361939,0.000118353,0.000434434,0.000883776,0.000158014,0.001956516
01/12/2025 01:38,0.000478917,0.000160576,0.000615231,0.001212391,0.000223884,0.002690999
01/12/2025 01:39,0.00047562,0.000132544,0.000502115,0.001040934,0.00019901,0.002350222
01/12/2025 01:40,0.000352518,0.000108051,0.000436643,0.00087868,0.000143966,0.001919858
01/12/2025 01:41,0.000426083,0.000129432,0.000509512,0.00101551,0.000192935,0.002273471
01/12/2025 01:42,0.000807495,0.000222173,0.0009205,0.001687688,0.000304886,0.003942742
01/12/2025 01:43,0.000386091,0.000112636,0.000454713,0.000870153,0.000173829,0.001997422
01/12/2025 01:44,0.000903128,0.000279873,0.001300029,0.002123537,0.000420892,0.005027461
01/12/2025 01:45,0.000426376,0.00014904,0.000553999,0.000968797,0.000193042,0.002291254
01/12/2025 01:46,0.000585213,0.000180129,0.00070265,0.00115934,0.000240692,0.002868024
01/12/2025 01:47,0.00047208,0.000158648,0.000556149,0.001141482,0.0002034,0.002531759
01/12/2025 01:48,0.000601865,0.000172677,0.000710483,0.00134206,0.000255287,0.003082373
01/12/2025 01:49,0.000364873,0.000109097,0.000396723,0.000813121,0.000152233,0.001836048
01/12/2025 01:50,0.000247233,7.75E-05,0.000304346,0.000535118,0.000107027,0.001271219
01/12/2025 01:51,0.000674038,0.000210639,0.000779696,0.001558971,0.000276225,0.003499569
01/12/2025 01:52,0.000525686,0.000161781,0.000601252,0.001152645,0.000209717,0.00265108
01/12/2025 01:53,0.00044357,0.000152726,0.000576127,0.001154511,0.000200737,0.002527671
01/12/2025 01:54,0.000430995,0.000137287,0.000491139,0.001043836,0.000210658,0.002313914
01/12/2025 01:55,0.000302776,9.28E-05,0.000371088,0.000717054,0.000133968,0.001617673
01/12/2025 01:56,0.000496877,0.000136854,0.000522006,0.001125052,0.000190381,0.00247117
01/12/2025 01:57,0.000371378,0.00013419,0.000464697,0.000844706,0.000168835,0.001983807
01/12/2025 01:58,0.000320471,9.54E-05,0.000366969,0.000681027,0.000135988,0.001599901
01/12/2025 01:59,0.000621736,0.000186923,0.000659595,0.001304996,0.000254912,0.003028161
01/12/2025 02:00,0.000550656,0.000173696,0.000665366,0.001195669,0.000239009,0.002824397
01/12/2025 02:01,0.000506305,0.000154054,0.000596297,0.001132494,0.000220504,0.002609654
01/12/2025 02:02,0.000437891,0.000145271,0.000538693,0.00111564,0.000199643,0.002437137
01/12/2025 02:03,0.000476608,0.000140685,0.000542204,0.000998469,0.00019284,0.002350806
01/12/2025 02:04,0.000537408,0.000169607,0.000639073,0.001243342,0.000245594,0.002835025
01/12/2025 02:05,0.000597292,0.000199871,0.000765979,0.001318863,0.000266829,0.003148834
01/12/2025 02:06,0.000514527,0.00016404,0.000673537,0.001217159,0.000224183,0.002793446
01/12/2025 02:07,0.000502521,0.000145399,0.000576621,0.001185767,0.000212275,0.002622582
01/12/2025 02:08,0.000325201,0.000103446,0.000372744,0.00073673,0.000146454,0.001684575
01/12/2025 02:09,0.000368918,0.000116237,0.000459167,0.000803891,0.000167608,0.001915822
01/12/2025 02:10,0.000561484,0.000164724,0.000638308,0.001189982,0.000220889,0.002775387
01/12/2025 02:11,0.000733668,0.000232644,0.000893086,0.001793531,0.000363036,0.004015965
01/12/2025 02:12,0.000447251,0.000155364,0.000603261,0.001150552,0.000223219,0.002579647
01/12/2025 02:13,0.000530327,0.000150123,0.0006678,0.001221706,0.000235976,0.002805934
01/12/2025 02:14,0.000650519,0.000181817,0.000806831,0.001428228,0.00029894,0.003366335
01/12/2025 02:15,0.000342399,0.000103065,0.000405379,0.000801668,0.000143114,0.001795626
01/12/2025 02:16,0.000524913,0.000164717,0.000584315,0.001158622,0.00022419,0.002656757
01/12/2025 02:17,0.000460016,0.000136055,0.000496542,0.000987787,0.00018352,0.00226392
01/12/2025 02:18,0.000329037,9.07E-05,0.000375034,0.000706441,0.000136562,0.001637767
01/12/2025 02:19,0.000482934,0.000155443,0.000546724,0.001073115,0.000187659,0.002445876
01/12/2025 02:20,0.000498312,0.000150284,0.000611529,0.00111998,0.000215266,0.002595372
01/12/2025 02:21,0.000415361,0.000112011,0.000464275,0.000853917,0.000177887,0.002023451
01/12/2025 02:22,0.000466832,0.000148409,0.000542633,0.001196581,0.000228741,0.002583197
01/12/2025 02:23,0.000404445,0.00013168,0.000518147,0.001010508,0.000184112,0.002248893
01/12/2025 02:24,0.000405909,0.000125685,0.000553598,0.000975087,0.000193746,0.002254026
01/12/2025 02:25,0.000645081,0.000181486,0.000796626,0.001343498,0.000280694,0.003247384
01/12/2025 02:26,0.000523721,0.000170154,0.000621811,0.00115275,0.000240429,0.002708866
01/12/2025 02:27,0.000507213,0.000154503,0.000594709,0.001265396,0.000214722,0.002736542
01/12/2025 02:28,0.000484177,0.000146459,0.000561183,0.001135925,0.000197102,0.002524845
01/12/2025 02:29,0.000434532,0.000145841,0.000558397,0.001063335,0.000191271,0.002393376
01/12/2025 02:30,0.000519286,0.000159551,0.000589556,0.001091709,0.000217494,0.002577596
01/12/2025 02:31,0.00042443,0.000123997,0.000508032,0.000843016,0.000206392,0.002105867
01/12/2025 02:32,0.000606776,0.000175739,0.000684214,0.001295052,0.000251274,0.003013055
01/12/2025 02:33,0.000377042,0.000117227,0.000491841,0.000943506,0.000171691,0.002101308
01/12/2025 02:34,0.000299963,8.53E-05,0.000339347,0.00069604,0.000115234,0.001535842
01/12/2025 02:35,0.000441058,0.000151501,0.000542526,0.000982344,0.000194711,0.002312138
01/12/2025 02:36,0.000389926,0.000112172,0.000452131,0.000910777,0.000164977,0.002029984
01/12/2025 02:37,0.000417909,0.000115809,0.000476665,0.000859649,0.000175044,0.002045077
01/12/2025 02:38,0.000356149,0.000109957,0.000451217,0.000875144,0.00015403,0.001946498
01/12/2025 02:39,0.000760781,0.000266498,0.000889981,0.001877805,0.000353949,0.004149014
01/12/2025 02:40,0.000611375,0.00017428,0.000648501,0.001460527,0.000264427,0.00315911
01/12/2025 02:41,0.00074517,0.000219102,0.000949244,0.001718705,0.000349375,0.003981597
01/12/2025 02:42,0.000622242,0.000188384,0.000686543,0.00136609,0.000269226,0.003132486
01/12/2025 02:43,0.000437676,0.00014609,0.00059564,0.001113178,0.000198024,0.002490608
01/12/2025 02:44,0.000547151,0.000146676,0.000690204,0.001133258,0.000239837,0.002757126
01/12/2025 02:45,0.000686334,0.000208989,0.000854686,0.001528702,0.000299283,0.003577993
01/12/2025 02:46,0.000441719,0.000130418,0.000501804,0.000968925,0.000180023,0.00222289
01/12/2025 02:47,0.000551898,0.000185618,0.000705848,0.00137117,0.00028161,0.003096143
01/12/2025 02:48,0.000515392,0.000169244,0.000609522,0.001257967,0.000242523,0.002794648
01/12/2025 02:49,0.000703165,0.000229965,0.000900284,0.001707934,0.000318029,0.003859377
01/12/2025 02:50,0.000507794,0.000164849,0.000608142,0.00120269,0.000225307,0.002708781
01/12/2025 02:51,0.000582423,0.000171794,0.000643615,0.001336088,0.000224068,0.002957987
01/12/2025 02:52,0.000263985,8.52E-05,0.000319779,0.000604644,0.000117799,0.001391452
01/12/2025 02:53,0.000734825,0.000237937,0.000918693,0.001648766,0.000349295,0.003889517
01/12/2025 02:54,0.000472189,0.000139192,0.000527498,0.000988089,0.000196532,0.002323501
01/12/2025 02:55,0.000258019,7.78E-05,0.000314195,0.00055545,0.000115587,0.001321083
01/12/2025 02:56,0.000363183,0.00011741,0.000451194,0.000798014,0.000151069,0.001880869
01/12/2025 02:57,0.000437081,0.000148051,0.000539565,0.00105737,0.000197838,0.002379905
01/12/2025 02:58,0.000306353,0.000106381,0.000397346,0.000750152,0.000143904,0.001704138
01/12/2025 02:59,0.000482568,0.0001527,0.000576895,0.001046768,0.000218142,0.002477073
01/12/2025 03:00,0.000728669,0.000242754,0.000802737,0.001691016,0.000335039,0.003800216
01/12/2025 03:01,0.000440142,0.000124152,0.000490462,0.001059433,0.00019206,0.002306249
01/12/2025 03:02,0.000846947,0.000223161,0.001001329,0.001829003,0.000351374,0.004251814
01/12/2025 03:03,0.000630803,0.000218057,0.000716747,0.001497214,0.000275582,0.003338403
01/12/2025 03:04,0.000424693,0.000124131,0.000469167,0.000953158,0.000180186,0.002151335
01/12/2025 03:05,0.000682257,0.000221074,0.000792921,0.001559718,0.000299853,0.003555823
01/12/2025 03:06,0.000638749,0.000195335,0.000863557,0.001405816,0.000283406,0.003386863
01/12/2025 03:07,0.000684216,0.000216269,0.000818877,0.001763803,0.000321783,0.003804948
01/12/2025 03:08,0.000688652,0.00022759,0.000781202,0.001668428,0.00031426,0.003680131
01/12/2025 03:09,0.000429734,0.000121545,0.000499666,0.000955356,0.000170791,0.002177092
01/12/2025 03:10,0.000382774,0.00013293,0.000457474,0.000928731,0.000182788,0.002084697
01/12/2025 03:11,0.000652992,0.000219742,0.000757534,0.001560053,0.000272644,0.003462965
01/12/2025 03:12,0.00068444,0.000241515,0.00089645,0.001614442,0.000352875,0.003789723
01/12/2025 03:13,0.000586892,0.000186216,0.000694661,0.001471585,0.000252229,0.003191585
01/12/2025 03:14,0.000510781,0.000169512,0.000583413,0.001178866,0.000217622,0.002660194
01/12/2025 03:15,0.000598354,0.000185086,0.000725028,0.001355748,0.000250566,0.003114782
01/12/2025 03:16,0.000603785,0.00017117,0.000710336,0.001391033,0.000251658,0.003127983
01/12/2025 03:17,0.000675908,0.000199974,0.000792962,0.001510289,0.000281728,0.00346086
01/12/2025 03:18,0.000935883,0.000248294,0.000971148,0.001992774,0.000392084,0.004540182
01/12/2025 03:19,0.001370118,0.000417783,0.001560435,0.003089356,0.000629003,0.007066695
01/12/2025 03:20,0.000738033,0.00022875,0.000837129,0.001640158,0.000314062,0.003758132
01/12/2025 03:21,0.000462247,0.000153335,0.000497163,0.001035514,0.000195273,0.002343533
01/12/2025 03:22,0.000501193,0.000151698,0.000579989,0.00111479,0.000201205,0.002548874
01/12/2025 03:23,0.000875507,0.000262079,0.000903998,0.001932748,0.000363118,0.00433745
01/12/2025 03:24,0.000716046,0.000221108,0.000840734,0.001525688,0.000337509,0.003641085
01/12/2025 03:25,0.000595023,0.00018891,0.000717828,0.001427178,0.000264276,0.003193215
01/12/2025 03:26,0.000588062,0.000176299,0.000653466,0.001344497,0.000243038,0.003005362
01/12/2025 03:27,0.000838254,0.000260035,0.000937816,0.001875749,0.000390307,0.004302161
01/12/2025 03:28,0.000495347,0.000156391,0.000577629,0.001157944,0.000185411,0.002572722
01/12/2025 03:29,0.00060904,0.000185166,0.000809228,0.001440526,0.000245931,0.00328989
01/12/2025 03:30,0.000654102,0.000190213,0.000758726,0.001534195,0.00028478,0.003422017
01/12/2025 03:31,0.000917903,0.000297384,0.000944878,0.002141692,0.000387348,0.004689205
01/12/2025 03:32,0.000790763,0.000249124,0.00097824,0.00201514,0.000372557,0.004405823
01/12/2025 03:33,0.000814086,0.000250578,0.001055811,0.001842333,0.000354767,0.004317574
01/12/2025 03:34,0.00064241,0.000203026,0.000842008,0.00155915,0.00027822,0.003524814
01/12/2025 03:35,0.00059749,0.000200411,0.000723798,0.001649092,0.000299188,0.003469979
01/12/2025 03:36,0.00079518,0.00025001,0.000915767,0.001884825,0.000343461,0.004189243
01/12/2025 03:37,0.000727415,0.00021822,0.000736986,0.001705248,0.000303167,0.003691035
01/12/2025 03:38,0.000863084,0.000280184,0.001029999,0.001910504,0.000375619,0.00445939
01/12/2025 03:39,0.000886782,0.000255424,0.001011994,0.001683801,0.000335588,0.00417359
01/12/2025 03:40,0.000849153,0.000262415,0.000995056,0.001976801,0.000343422,0.004426848
01/12/2025 03:41,0.000865203,0.000281643,0.001072299,0.002237922,0.000412809,0.004869876
01/12/2025 03:42,0.000569168,0.000172898,0.000610849,0.001258264,0.000226556,0.002837735
01/12/2025 03:43,0.000776639,0.000243439,0.001016777,0.00181787,0.000363527,0.004218253
01/12/2025 03:44,0.000558215,0.000171638,0.000637834,0.001263331,0.000223894,0.002854912
01/12/2025 03:45,0.000456581,0.000150426,0.000567493,0.001093518,0.000204843,0.00247286
01/12/2025 03:46,0.000594493,0.000178894,0.00066334,0.001469168,0.000265272,0.003171166
01/12/2025 03:47,0.00034049,9.70E-05,0.000397387,0.00069345,0.000159616,0.001687922
01/12/2025 03:48,0.000599393,0.000172366,0.000723075,0.001274747,0.00027499,0.003044572
01/12/2025 03:49,0.000556409,0.000161047,0.000618162,0.001206984,0.000240054,0.002782655
01/12/2025 03:50,0.000655157,0.000198885,0.000868926,0.001562022,0.000290758,0.003575748
01/12/2025 03:51,0.00073952,0.000201575,0.000784886,0.001556373,0.000303115,0.003585469
01/12/2025 03:52,0.000897727,0.000267075,0.00101534,0.001842786,0.000375638,0.004398566
01/12/2025 03:53,0.000567732,0.000168518,0.00067295,0.001242243,0.000243469,0.002894913
01/12/2025 03:54,0.000818425,0.000255151,0.001107851,0.001962467,0.000327659,0.004471553
01/12/2025 03:55,0.001024337,0.000318533,0.001173472,0.002174115,0.000413776,0.005104233
01/12/2025 03:56,0.000719529,0.000227103,0.0008489,0.001824067,0.000350795,0.003970394
01/12/2025 03:57,0.000958525,0.000273554,0.001032508,0.002033454,0.000459412,0.004757454
01/12/2025 03:58,0.000897585,0.000270506,0.001042485,0.002148568,0.00042104,0.004780183
01/12/2025 03:59,0.000696089,0.000205263,0.000856296,0.001763426,0.000315532,0.003836605
01/12/2025 04:00,0.000373038,0.000132267,0.00048627,0.000897717,0.000166185,0.002055478
01/12/2025 04:01,0.00070587,0.000213574,0.00089034,0.001552025,0.000320388,0.003682197
01/12/2025 04:02,0.00072595,0.000195777,0.000802341,0.001514797,0.00029783,0.003536695
01/12/2025 04:03,0.001510249,0.000512529,0.001894001,0.003523207,0.000699794,0.008139781
01/12/2025 04:04,0.001073675,0.000304575,0.001271427,0.002281855,0.000460484,0.005392016
01/12/2025 04:05,0.000442412,0.00011958,0.000494079,0.001092182,0.000196723,0.002344977
01/12/2025 04:06,0.000657471,0.000230761,0.000880043,0.00161239,0.000307193,0.003687857
01/12/2025 04:07,0.000383782,0.000131512,0.000542031,0.000975305,0.000192453,0.002225083
01/12/2025 04:08,0.000506332,0.000158836,0.000676115,0.001119257,0.000215949,0.00267649
01/12/2025 04:09,0.000723282,0.000223337,0.000898705,0.001590889,0.000306893,0.003743106
01/12/2025 04:10,0.000767409,0.000219725,0.000902427,0.001877793,0.000326487,0.004093841
01/12/2025 04:11,0.000795795,0.000270917,0.001011169,0.001711476,0.00037274,0.004162099
01/12/2025 04:12,0.00064121,0.000210826,0.000826942,0.001692737,0.00028193,0.003653645
01/12/2025 04:13,0.000802852,0.000221832,0.000930543,0.001756425,0.00033054,0.004042191
01/12/2025 04:14,0.000678269,0.000207088,0.00081849,0.001392219,0.000295644,0.003391709
01/12/2025 04:15,0.000650548,0.000219778,0.000773857,0.001674115,0.000305035,0.003623334
01/12/2025 04:16,0.000576316,0.000165465,0.000642317,0.001222689,0.000250067,0.002856854
01/12/2025 04:17,0.000825111,0.000256378,0.001057083,0.002018184,0.00036399,0.004520746
01/12/2025 04:18,0.000686764,0.00019832,0.00082734,0.001550512,0.000286393,0.003549329
01/12/2025 04:19,0.000804177,0.000243203,0.000867994,0.001852291,0.000327464,0.00409513
01/12/2025 04:20,0.000610988,0.000203039,0.000749646,0.001424663,0.000272857,0.003261194
01/12/2025 04:21,0.000733418,0.000236399,0.00084697,0.001663776,0.000322515,0.003803078
01/12/2025 04:22,0.000859313,0.000275555,0.001031723,0.001926703,0.000395503,0.004488798
01/12/2025 04:23,0.001081017,0.000309557,0.001401663,0.002412457,0.000423339,0.005628034
01/12/2025 04:24,0.000764344,0.000232942,0.000962149,0.001825519,0.000324585,0.004109539
01/12/2025 04:25,0.000894585,0.000278781,0.001053291,0.001941317,0.000396763,0.004564737
01/12/2025 04:26,0.000532666,0.000158849,0.000634179,0.001213683,0.000217536,0.002756913
01/12/2025 04:27,0.000766175,0.000236659,0.00091093,0.001551836,0.000310635,0.003776234
01/12/2025 04:28,0.001137066,0.000321969,0.001403728,0.002306461,0.00046146,0.005630684
01/12/2025 04:29,0.000721872,0.000206687,0.000797794,0.001550394,0.000287943,0.00356469
01/12/2025 04:30,0.000763455,0.000218652,0.000865948,0.001809487,0.000310923,0.003968465
01/12/2025 04:31,0.000962735,0.000312259,0.001167143,0.002304891,0.000460483,0.00520751
01/12/2025 04:32,0.000731484,0.000220545,0.000882387,0.001653991,0.000316058,0.003804465
01/12/2025 04:33,0.000778226,0.00023885,0.000933556,0.00179796,0.000297615,0.004046207
01/12/2025 04:34,0.000670474,0.000198728,0.000793537,0.001440552,0.000279848,0.00338314
01/12/2025 04:35,0.00051945,0.000161196,0.000614459,0.001246337,0.000235839,0.002777281
01/12/2025 04:36,0.00089277,0.000259133,0.000933831,0.001773291,0.00031869,0.004177715
01/12/2025 04:37,0.000952192,0.000267942,0.001075852,0.002246875,0.000428074,0.004970935
01/12/2025 04:38,0.001315703,0.000430797,0.001627995,0.002952243,0.000567542,0.00689428
01/12/2025 04:39,0.000654544,0.000191014,0.000738821,0.001352808,0.000251255,0.003188442
01/12/2025 04:40,0.000647472,0.000193321,0.000769029,0.001434341,0.00026437,0.003308534
01/12/2025 04:41,0.000826375,0.000223941,0.000969405,0.001858622,0.000364739,0.004243083
01/12/2025 04:42,0.000990981,0.00028862,0.001187781,0.002127498,0.000462108,0.00505699
01/12/2025 04:43,0.001701887,0.000519681,0.001941213,0.004244014,0.000769331,0.009176126
01/12/2025 04:44,0.000572869,0.000173108,0.000710438,0.001401553,0.000260937,0.003118904
01/12/2025 04:45,0.000608795,0.000206827,0.000718124,0.001480033,0.000255437,0.003269216
01/12/2025 04:46,0.000634657,0.00020554,0.000885588,0.001653594,0.000330767,0.003710145
01/12/2025 04:47,0.000438026,0.000124774,0.000506206,0.001023152,0.000179448,0.002271607
01/12/2025 04:48,0.000840772,0.000260538,0.000968936,0.001819586,0.000369971,0.004259802
01/12/2025 04:49,0.000921478,0.000247148,0.001022858,0.001904282,0.000375575,0.004471341
01/12/2025 04:50,0.000563952,0.000167276,0.00065371,0.001356813,0.000256073,0.002997825
01/12/2025 04:51,0.000571566,0.000173572,0.000643,0.001283016,0.000241749,0.002912903
01/12/2025 04:52,0.000775602,0.000247926,0.00101684,0.001879517,0.000389977,0.004309863
01/12/2025 04:53,0.000510981,0.000155867,0.000701436,0.001270396,0.000246559,0.002885239
01/12/2025 04:54,0.000872566,0.000290819,0.001005695,0.001875567,0.000368012,0.00441266
